,y
17428,no
31056,no
33206,no
27901,no
27778,no
17417,no
26346,no
7756,no
39553,no
25091,no
42911,no
38867,no
5401,no
22580,no
21965,no
40245,yes
31859,no
39798,no
15475,no
20255,no
15994,no
18081,yes
44750,yes
29092,no
43565,yes
20902,no
41833,yes
15904,no
389,no
22428,no
35658,no
4659,no
25859,no
27536,no
43300,no
7600,no
4632,no
39676,no
32914,no
13371,no
26351,no
27501,no
30956,no
38370,no
21486,no
2300,no
16157,no
42949,no
8809,no
11768,no
25943,no
4819,no
4533,no
39209,yes
11774,no
16491,no
6045,no
33808,yes
29610,no
2764,no
4624,no
1273,yes
10127,no
79,no
716,no
25607,yes
8321,no
1125,no
40260,yes
17505,no
9437,no
17895,no
16059,no
11666,no
37386,no
20290,no
2960,no
36266,no
9472,no
25060,no
24463,no
27131,no
37896,yes
24902,no
13008,no
37998,no
36449,no
2398,no
11216,no
27637,no
41076,no
14685,yes
35650,no
11613,no
24480,no
33783,yes
31383,yes
5256,no
43081,yes
25826,no
37377,yes
44299,yes
24613,no
4448,no
38954,no
5456,no
12351,no
2560,no
37058,no
19863,no
6426,no
14489,no
17746,no
9238,no
13467,yes
34218,yes
14807,no
11599,no
25,no
43429,yes
37044,no
34888,no
4272,no
8496,no
41246,yes
43844,no
24818,no
5408,no
19814,no
15242,no
4303,no
2333,no
9420,no
17752,no
32804,no
9062,no
32466,no
36075,no
28285,no
17091,no
25242,no
211,no
23737,no
12329,no
26922,no
37921,no
42301,no
16780,no
25585,no
11326,no
42630,yes
18609,no
44128,no
44839,no
17485,no
18633,no
19584,no
23950,no
21023,no
11412,no
33152,yes
35388,no
43588,yes
40113,no
34427,no
17242,no
3831,no
21634,no
43430,no
7444,no
16377,no
18467,no
19356,no
16968,no
4565,no
35179,no
36957,no
9124,no
11078,no
5611,no
43396,yes
19251,yes
34389,yes
42647,yes
41122,yes
41148,yes
41765,no
5371,no
32023,yes
354,no
22151,no
2664,no
38621,no
170,no
27812,no
43828,no
23372,no
39142,no
14196,no
26811,no
17344,yes
24771,yes
26637,no
35306,yes
11650,no
33851,no
32276,yes
27667,no
8660,no
41725,no
41043,no
43921,no
31135,yes
36779,no
10962,no
11874,no
37187,no
34763,no
4356,no
40428,no
3312,no
2588,no
7713,no
30723,no
2498,no
9,no
28036,no
17829,no
18301,no
41973,no
39194,no
20536,no
28907,no
22562,no
23129,no
1486,no
23696,no
19254,no
43348,yes
8623,no
43341,yes
28972,no
3423,no
16540,no
13370,no
24377,no
1464,no
40656,yes
16908,no
31554,no
22376,no
19218,no
18829,no
10843,no
16421,no
39323,no
37948,no
30267,no
140,no
7728,yes
2866,no
44740,no
39561,no
21032,no
33694,no
43245,yes
31961,no
43261,yes
32897,no
28020,no
12028,no
1738,no
34329,no
10023,no
14576,no
10368,no
13092,no
38962,no
39610,no
38118,no
7074,no
28382,no
564,no
26653,no
44056,yes
1012,no
28152,no
10375,no
893,no
21363,no
16429,no
34743,no
35239,no
4229,no
956,no
14967,no
23215,no
43268,no
1117,no
2904,no
25064,no
41147,yes
16519,no
42856,yes
29301,no
23971,no
15109,no
2600,no
39123,no
41422,yes
25751,no
4658,no
2196,no
31793,no
16676,no
11916,no
30419,no
38523,no
1048,no
3979,no
23462,no
22354,yes
4650,no
27795,no
21211,no
29069,no
3694,no
3906,no
8347,no
32042,no
41828,yes
15833,no
42419,yes
13795,no
39563,no
3260,no
10906,no
1793,no
44081,yes
15107,no
19495,no
28151,no
20356,no
37718,no
30891,no
1145,no
44062,no
20095,no
33423,no
24592,no
43388,no
9810,no
6734,no
37372,no
8324,no
33226,no
41368,yes
4238,no
32803,no
21944,no
44927,no
2638,no
38437,no
26152,no
36691,no
12948,no
22170,no
13967,no
24466,no
43023,yes
30653,no
32188,no
6718,no
41703,yes
1626,no
21475,no
33756,yes
34926,no
30550,no
1226,no
4392,no
45137,yes
13750,no
25103,no
42679,no
7079,no
42177,yes
34739,no
685,no
16661,no
26272,no
22552,no
30859,yes
42407,yes
42927,yes
42466,yes
24809,no
29618,no
40198,no
28415,no
3437,no
11908,no
31855,no
11448,yes
23750,no
14107,no
36501,no
43462,yes
43841,yes
22688,no
12587,no
19093,no
26674,yes
25756,no
43005,yes
11320,no
21806,no
9150,no
26924,no
36487,no
6425,no
44150,yes
16800,no
8319,no
21679,no
29357,no
27213,no
43876,no
7259,no
35099,no
36322,no
11849,no
32699,no
35539,no
3233,no
29626,no
31692,no
37929,no
36079,no
29656,no
33063,no
24054,no
9521,no
8427,no
21060,no
35119,no
41279,yes
21244,yes
16912,no
43546,no
42595,yes
25596,no
39258,no
14804,no
17407,no
22286,no
30262,no
5522,no
16315,no
44532,yes
38695,no
4806,no
18642,no
20515,no
11173,no
44772,yes
39607,no
31131,yes
39841,no
30615,no
24423,no
36595,yes
24842,no
10488,no
31044,yes
25791,no
21987,no
6264,no
35551,no
12186,no
10861,no
32939,no
25744,no
42404,no
38356,no
13738,no
19465,no
22142,no
39110,no
10832,no
35401,no
3548,yes
22199,no
9642,no
26097,no
39800,no
14957,no
23173,yes
23382,no
22823,no
31753,no
4904,no
26681,no
6300,no
1068,no
6363,no
1841,no
8859,no
22557,no
35993,no
11032,no
24381,no
20879,no
9248,no
18748,no
42342,no
27803,yes
11497,no
25827,no
18975,no
21551,no
7629,no
22905,no
31023,yes
26792,no
29627,no
32492,no
42623,yes
44257,yes
26570,no
13455,no
1289,no
20541,no
32620,no
16503,no
44316,yes
10816,no
33534,no
30280,no
40807,yes
2563,no
3770,yes
36432,no
44983,no
16589,no
1935,no
30791,no
24350,no
18465,no
35690,no
3098,no
27521,no
5988,no
37323,no
1153,no
17400,no
43870,no
44289,yes
33305,no
822,no
36465,yes
42850,yes
41755,yes
2572,no
36496,no
2786,no
36363,no
2150,no
21328,no
40121,no
21834,no
31608,no
12524,no
39225,no
20833,yes
33925,no
23417,no
44836,no
4421,no
9020,no
19417,no
17679,no
34132,no
17654,no
44794,no
11559,no
15204,no
12069,no
453,no
638,no
22795,no
7688,no
4163,no
21654,no
6473,no
1150,no
30475,no
40769,no
3399,no
10534,no
38270,no
27106,no
8666,no
3463,no
12493,no
40558,no
43984,no
35611,no
33821,no
25783,no
29768,no
42322,yes
9215,no
13276,no
26051,no
18051,no
36936,no
43046,no
112,no
21815,no
17314,no
40490,yes
41715,no
25129,no
30131,yes
15300,no
31976,no
1580,no
45210,no
14511,no
5958,no
21126,no
4923,no
8855,no
10161,no
26046,no
28328,no
11850,no
44143,no
1612,no
42644,yes
30163,no
17555,no
39896,yes
5581,no
42695,no
25368,no
28677,no
30984,no
5956,no
24471,no
7945,no
27265,no
16874,no
39918,no
21196,no
26742,no
34086,no
21119,yes
10654,no
12620,no
5052,yes
20420,no
7767,yes
28625,no
38279,no
33222,no
4294,no
23062,no
28364,no
43377,no
23789,no
42068,yes
17129,no
15362,no
37518,yes
22147,no
2721,no
44605,no
28554,no
34562,yes
28837,no
23197,no
32077,no
35299,no
22156,no
22651,no
23169,no
20542,no
16016,no
11199,no
33150,no
26211,no
27004,no
20497,no
34917,no
36864,no
7823,no
30572,no
20572,no
13525,no
36401,no
16307,no
40645,no
40538,no
8885,no
39731,no
24243,no
32716,no
35106,no
16665,no
3932,no
7815,no
28952,no
11080,no
20623,no
21268,no
25809,no
32115,no
11759,no
38649,no
11975,no
437,no
10729,no
26821,yes
33654,no
27122,yes
40585,no
11876,no
44509,no
21695,no
16838,no
24552,no
43209,no
24836,no
15477,no
28708,no
21003,no
41516,no
16853,no
1984,no
40099,no
4347,no
41403,no
32924,no
542,no
6961,no
31695,no
19695,no
24816,no
37381,no
15143,no
14047,no
26632,no
4797,no
7981,no
21346,no
11981,no
10915,no
43096,no
2444,no
10705,no
6345,no
37177,no
753,no
5733,no
25576,no
3236,no
21906,no
17778,no
22718,no
26915,no
35588,no
44694,yes
5278,no
16102,no
13178,no
42453,no
18880,no
26428,no
14517,no
24380,no
7111,no
18970,no
19265,no
30078,no
25233,no
3230,no
10135,no
4985,no
7651,no
11708,no
34884,no
15246,no
27632,no
16505,no
41062,yes
25365,no
15816,no
8873,no
19771,no
9375,no
44393,no
23614,no
31292,yes
15492,no
2738,no
42977,yes
26089,no
2921,no
30691,no
7854,no
12677,no
17392,no
607,no
36497,no
38171,no
35370,no
589,no
13736,no
25761,no
30187,no
40190,no
15631,no
10769,no
16546,no
18336,no
12937,no
214,no
18147,no
37617,no
9979,no
35994,no
13723,no
18630,no
19194,no
37489,no
9234,no
39948,no
33621,no
31735,no
36289,no
13266,no
39022,no
26309,no
18062,no
1120,no
37327,no
38334,no
2076,no
10993,no
15356,no
18705,no
35150,no
2133,no
41665,no
27145,no
27688,no
42098,no
42071,yes
14926,no
8651,no
38506,no
8731,yes
14052,no
21706,yes
24178,yes
17727,no
21285,no
32456,no
13212,no
33745,no
14504,no
3182,no
15625,no
40078,no
16225,no
6938,no
31233,no
33184,no
33823,yes
12680,no
37134,no
15361,no
24009,no
30445,no
917,no
4599,no
22675,no
40242,no
455,no
25062,no
29007,no
21104,no
16913,no
12536,no
8449,no
38688,no
35407,no
10859,no
20140,no
25925,yes
27506,no
14187,no
11189,no
42062,yes
13102,no
7798,no
978,no
11513,no
27261,no
20382,no
15594,no
15958,no
4185,yes
33376,no
27235,no
6875,no
40915,no
23952,no
14525,no
39523,no
37713,no
36331,no
25584,no
42031,no
14866,no
4954,no
502,no
7338,no
24321,no
2287,no
23811,no
24058,yes
9622,no
42319,yes
42628,yes
19085,no
28501,no
44012,no
21613,no
28750,no
18016,no
10931,no
15815,no
15999,no
43946,yes
651,no
10342,no
7551,no
16228,no
43125,no
28692,no
41198,yes
21574,no
5441,no
10337,no
5299,no
32680,no
21831,no
36960,no
16340,no
41455,yes
15068,no
6030,no
31664,no
159,no
33674,no
33747,yes
35833,no
40020,no
17176,no
19107,no
44679,yes
35298,no
6984,no
32150,no
41277,no
41883,no
41867,no
33087,yes
34387,no
16865,no
36799,no
35341,no
32550,no
30892,no
16470,yes
43616,no
31602,no
34673,no
14811,no
23427,no
19831,no
43652,yes
40792,no
8306,no
32156,no
22145,no
19032,no
25133,no
11697,no
15266,no
39756,no
23939,no
3346,no
23253,no
11583,no
28096,no
11315,no
26345,no
44427,no
29860,no
4027,no
4241,no
33485,no
18800,no
23225,no
26399,no
9343,no
29560,no
28968,no
6706,no
4141,no
857,no
21217,no
11855,no
6979,no
19892,no
240,no
19895,no
10081,no
9508,no
31606,no
34994,no
16117,no
20348,no
6874,yes
16051,no
9247,no
42348,yes
6317,no
38310,no
15454,no
40335,no
43522,no
899,no
33469,no
6870,no
16075,no
12175,no
13277,no
11415,no
44536,yes
27110,no
28255,no
36873,yes
4065,no
943,no
39681,no
31260,no
19095,no
23026,no
30564,no
5950,no
16919,no
12908,no
13682,no
19220,no
21298,no
7511,no
16536,no
9038,no
42431,yes
11723,no
33068,no
36072,no
19860,no
20062,no
32949,no
23304,no
23948,no
8761,no
14864,no
4000,no
2926,no
19490,no
29349,no
4408,no
11051,no
6530,no
33026,no
44516,yes
28973,no
312,no
1327,no
2675,no
29066,no
36429,no
33251,no
27534,no
6686,no
38138,no
12448,no
21886,no
38678,no
40684,no
19380,no
39715,no
34685,no
13435,no
24195,no
21739,no
30281,no
30170,no
22694,no
2640,no
2963,no
25402,no
7376,no
44367,yes
83,yes
4611,no
9484,no
10160,no
20073,no
15763,no
43880,yes
35381,no
40376,no
19805,no
25529,no
25387,no
24437,no
18480,no
20106,no
36249,no
5390,no
25056,no
17515,no
27624,no
27712,no
11393,no
43559,no
11816,no
30577,no
16142,no
7512,no
33970,no
25933,no
28561,no
39730,no
9455,no
44096,no
37591,no
37036,no
1564,no
19341,no
28546,no
43331,yes
20268,yes
15735,no
29722,no
24893,no
7494,no
9397,no
40445,no
35122,no
11261,no
2125,no
20453,no
11859,yes
20399,no
11635,no
29288,yes
5459,no
10715,no
6823,yes
4762,no
9912,no
20945,no
13600,no
33788,yes
24107,yes
35301,no
7019,no
42076,no
6323,no
43173,yes
5534,no
9456,no
19099,yes
5142,no
38100,no
32431,no
31758,yes
173,no
3099,no
19359,no
778,no
14075,no
32476,no
23082,no
8902,no
35133,no
3438,no
21576,no
842,no
1784,no
34344,yes
13504,no
39126,no
43487,yes
38242,no
16860,no
25136,no
25815,no
17785,no
43243,yes
11203,no
10569,no
3360,no
9881,no
6336,no
15952,no
3594,no
16646,no
42446,no
21334,no
17668,no
33904,no
27736,no
39180,no
677,no
38251,no
15237,no
18334,no
20620,no
33797,no
7464,yes
14460,no
31425,yes
43956,no
1987,no
15001,no
31618,no
11582,no
2494,no
35423,no
4072,no
36845,yes
7938,no
14974,no
30640,no
23059,no
42676,yes
12055,no
9886,no
13287,no
32439,no
40961,yes
14193,no
43185,no
13307,no
17278,no
14461,no
18318,no
42783,yes
27861,no
7108,no
26418,no
35396,no
15732,no
35637,yes
42770,no
26585,no
30483,no
5685,no
16974,no
28710,yes
38351,no
36552,no
37006,no
21693,no
42117,yes
14867,no
22254,no
20276,no
30744,no
17308,no
17571,no
28648,no
13641,no
45159,no
13836,no
40063,yes
23883,no
27200,no
3126,no
7528,no
12164,no
21321,no
8211,no
14431,no
16155,no
14593,no
27210,no
30789,no
43479,yes
8814,no
8428,no
17531,no
39133,no
29030,no
25902,no
40826,no
43186,yes
26178,no
22446,no
31624,no
7023,no
12403,no
11930,no
39254,no
43631,yes
18903,no
25444,no
7737,no
3696,no
3477,no
36716,no
10672,no
29462,no
30394,no
8461,no
32039,yes
12722,no
27810,no
13571,no
18332,no
15997,no
36026,no
24232,no
713,no
19835,no
17670,no
24542,no
30051,no
15718,no
43067,yes
5083,no
3209,no
38249,no
14475,no
42366,yes
28591,no
39088,no
40274,yes
19315,no
11371,no
22777,no
24371,no
10857,no
24982,no
40893,yes
39900,no
37474,no
19350,no
36152,no
25661,yes
24740,no
42723,yes
44020,yes
32124,no
7046,no
36559,yes
41239,no
36310,no
30321,no
22846,yes
15776,no
17457,no
33805,yes
11927,no
4132,no
1835,no
38531,no
2779,yes
9922,no
5625,no
28114,no
40093,yes
30476,no
5348,no
15490,no
34092,no
9925,no
38438,no
25721,no
7924,no
41512,yes
39873,no
7333,no
16892,no
35071,no
22047,no
43182,no
27314,no
36945,no
42632,no
34141,no
29565,no
24002,no
10358,no
18270,no
12304,no
34107,yes
29838,no
7374,no
34774,no
16382,no
11373,no
4672,no
34737,no
19468,no
30180,no
1278,no
3275,no
6454,no
37799,no
3837,no
522,no
17165,no
12451,no
43184,yes
33404,no
44366,no
18507,no
22116,yes
12485,no
19801,no
5672,no
31179,no
34687,no
22766,no
18608,no
16813,yes
35764,no
17936,no
24093,no
38168,no
31146,yes
25154,no
2820,no
12105,no
13473,yes
33475,no
18369,no
35825,no
30270,no
32962,no
9353,no
41832,no
31619,no
490,no
39906,no
27691,no
31361,no
44852,yes
10009,no
31779,no
13342,no
27402,no
30412,no
632,no
12120,no
37794,no
33910,no
1727,no
44054,no
13374,no
26297,no
18403,no
6148,no
34413,no
38029,no
36333,no
25536,no
19875,no
41020,yes
34261,no
7971,no
5331,no
15607,no
2382,no
32249,no
16618,no
24669,no
36259,no
15377,no
1167,no
28148,no
12873,no
37807,no
31156,no
19694,no
34431,no
45034,no
34638,yes
17830,no
35981,no
34056,no
21727,no
40142,yes
35067,no
10107,no
36910,no
11090,no
6592,no
12632,no
13250,no
18201,no
1830,no
36856,no
25654,no
9653,no
27224,no
35340,no
40005,yes
32033,no
29100,yes
32726,no
5514,no
1542,no
15611,no
9329,no
32505,yes
5267,no
40785,no
24579,no
29601,no
13217,no
32923,no
24952,no
12898,no
11444,no
25260,no
10086,no
14563,no
13494,no
22301,no
8339,no
42247,no
22737,no
27410,no
23716,no
15509,no
42930,yes
44844,yes
32204,no
1597,no
26694,no
11641,no
23784,no
43140,no
26521,no
41842,yes
7789,no
44466,no
24398,no
5238,no
929,no
15948,no
15418,no
16210,yes
44616,no
21667,no
34676,no
28479,no
15126,no
38661,no
20178,no
23079,no
11193,no
13506,no
1845,no
15329,no
30151,no
7165,no
7808,no
42465,no
29687,no
5592,no
16309,no
673,no
21403,no
2390,no
6090,no
10464,no
23650,no
24864,no
32703,no
29520,no
31882,no
32891,no
38169,no
3965,no
6774,yes
12895,no
40718,yes
25862,no
35158,no
36787,no
34968,no
30358,no
32139,no
30391,no
40381,no
39068,no
20484,no
27937,no
4425,no
23902,no
35312,no
40391,no
41214,no
20718,no
21983,yes
11891,no
27279,no
32479,no
6021,yes
4882,no
22036,no
23532,no
19266,no
20906,no
43687,no
804,no
36187,no
40284,no
34464,no
40687,yes
22828,no
41941,no
38589,no
31079,no
9665,no
13662,no
10466,no
3229,no
29600,no
17878,yes
4231,no
43745,yes
41302,no
38064,no
17682,no
25797,no
33278,no
17530,no
40916,no
21447,no
37738,no
32297,no
22554,no
31481,no
12396,no
6211,no
21160,no
40971,yes
22964,no
38041,no
36509,no
41315,yes
16944,no
8592,no
42364,yes
18008,no
36194,no
10302,no
36071,no
42476,no
42140,yes
5787,no
23874,no
30825,no
23745,no
41101,yes
1766,no
2535,no
471,no
37264,no
8448,no
37193,no
22226,no
43646,no
23580,no
4516,no
18881,no
2725,no
4007,no
11324,no
34572,no
42917,no
4184,no
24332,no
25028,no
42087,yes
23395,no
15113,no
1323,no
44370,no
38945,no
11154,no
13722,no
15128,no
3924,no
11581,no
4593,no
35046,no
26514,no
28169,no
31281,yes
12124,no
17708,no
30100,no
9809,no
3940,no
10226,no
1144,no
23761,no
44397,yes
10334,no
15092,yes
6647,no
13789,no
26546,no
12393,no
26013,no
8439,no
44781,yes
38375,no
18632,no
17549,no
23758,no
11907,no
44412,yes
12882,yes
1386,no
28190,yes
8167,no
13044,no
40951,no
21543,no
29247,no
24619,no
16595,yes
2297,no
34558,no
39309,no
42474,yes
37390,yes
15392,yes
39043,no
27943,no
38318,no
35174,no
17867,no
18573,no
3238,no
6156,no
26217,no
26125,no
25339,no
5497,no
2080,no
6484,no
18643,no
13779,no
3262,no
1465,no
3525,no
22480,no
39830,no
28806,no
12812,no
22355,no
43292,no
16893,no
31997,no
26800,no
18807,no
1721,no
40972,no
21529,no
35675,no
3863,no
14491,no
28890,no
17178,no
17851,no
8143,no
27316,no
41538,no
24092,yes
27355,no
21961,no
32209,no
13988,no
40487,no
10495,no
14433,no
7091,no
25542,no
39120,no
17138,no
2018,no
40405,yes
29372,no
43553,no
26979,no
11351,yes
43601,no
14439,no
11748,no
33899,no
17499,no
29528,no
35256,no
6436,no
35791,yes
42827,no
9950,no
7859,no
274,no
15786,no
39667,no
4697,no
20207,no
30124,no
43136,no
36125,no
34428,no
19503,no
28721,no
20221,no
10704,no
30510,no
41663,no
36765,no
38177,no
37241,no
14084,no
30558,no
42032,no
37092,no
41461,no
8483,no
12607,no
29741,no
17577,no
28680,no
7970,no
16123,no
19522,no
16334,no
44323,yes
22275,no
43193,yes
39924,no
3067,no
18441,no
21294,no
3151,no
18646,no
3345,no
4107,no
37076,no
3054,no
29500,yes
17183,no
41630,no
25537,no
8104,no
14609,no
3971,no
34034,no
0,no
42816,no
16107,no
16740,no
14655,no
7717,no
6697,no
2628,no
6171,no
13408,no
17033,no
30342,no
1237,no
21758,no
13564,no
15050,yes
27929,no
546,no
5819,no
1797,no
22361,no
4645,no
19969,yes
45098,no
16829,no
2513,no
32871,no
21087,no
42840,yes
7003,no
25150,no
1480,no
25250,no
40946,no
1407,no
13943,no
310,no
13627,no
21538,no
38005,yes
7734,no
4382,no
18140,no
43515,yes
44910,yes
9417,no
20477,no
12565,no
910,no
27986,no
28634,no
44633,no
26182,no
5409,no
4393,no
14778,no
21923,no
22815,no
2962,no
41914,yes
16560,no
3574,no
21517,no
38188,no
12625,no
43149,yes
19516,no
35997,no
44808,yes
25500,no
11069,no
32474,no
22168,no
37184,yes
11481,no
41280,no
43349,yes
27425,no
11109,no
14995,no
21326,no
7732,yes
9395,no
28719,no
23429,no
2517,no
42026,no
25123,no
5893,no
3222,no
34544,no
141,no
33455,yes
6610,no
40973,no
32535,no
31928,no
7085,no
4965,no
2403,no
36150,no
35461,yes
38533,no
20696,no
41311,yes
2635,no
32189,no
6590,no
40690,yes
40591,no
38507,no
1008,no
23990,no
20194,no
39851,yes
15926,no
23091,no
29829,no
4322,no
18111,no
17947,no
33283,no
9389,yes
24225,no
43845,no
2937,no
14190,no
30474,no
32996,no
10125,no
21467,no
12687,no
12564,yes
23846,no
33306,no
31486,no
33212,no
25358,no
10850,no
37517,no
41798,no
26098,no
33497,no
44973,yes
9323,no
8456,no
13090,no
35695,no
41498,yes
14095,no
23528,no
7438,no
1585,no
8297,no
41457,no
7031,no
33013,no
37088,no
20950,no
24826,no
17210,no
25362,no
30575,no
13421,no
44243,no
29160,no
32222,no
15973,no
5486,no
29313,yes
12012,no
44738,yes
16260,no
16598,yes
20928,no
1024,no
507,no
35054,no
20398,no
35603,no
34597,no
3048,no
6977,no
13152,no
36952,no
31140,no
34131,no
43730,yes
9747,no
13947,no
789,no
14365,no
3324,yes
5364,no
35708,no
43562,no
28942,no
10029,no
6954,no
14225,no
36176,no
45037,yes
11328,no
43667,no
10610,no
36542,no
14135,no
40516,yes
16216,no
1641,no
32441,no
16984,no
20773,no
28135,no
33489,no
7486,no
18473,no
7284,no
30232,no
42798,yes
2708,no
9358,no
3792,no
10041,no
6989,no
8517,no
27917,no
9619,no
40949,no
5088,no
25290,no
40714,no
3091,no
34376,no
17562,no
28674,no
13301,no
40256,no
13603,no
13837,no
40637,no
36219,no
2425,no
4316,no
38049,no
42220,yes
25379,no
9167,no
13683,no
41622,no
34983,no
15808,no
923,no
27142,no
30948,no
18768,no
40166,yes
42525,no
37131,no
27233,yes
12628,no
29882,yes
29401,no
31285,yes
32590,no
2410,no
43886,no
20071,no
36601,yes
40189,no
10611,no
15503,no
39303,no
41308,no
13909,no
7588,no
6766,no
17487,no
40742,no
23549,no
23171,no
33436,yes
44055,no
8536,no
35418,no
22936,no
15752,no
11013,no
42356,no
41427,yes
44307,yes
32782,no
42988,yes
4655,no
34913,no
36485,no
42937,no
2099,no
13164,yes
29847,no
35121,no
5174,yes
37893,no
11533,no
31445,no
22030,no
31802,yes
30746,no
31620,no
28302,no
3787,no
1739,no
38428,yes
41218,no
43830,no
44575,yes
9790,no
27086,no
18690,no
27026,no
24025,no
6605,no
30155,no
40596,yes
27510,no
26080,no
10614,yes
44135,no
442,no
473,no
17680,no
36233,yes
16758,no
9976,no
6604,no
26015,yes
8887,no
41908,no
27374,no
13664,no
31495,no
33036,no
43538,yes
40082,yes
16599,no
8849,no
12694,no
21156,no
1203,no
16650,no
39451,no
16989,no
41924,yes
22157,no
13397,no
5529,no
36448,no
3698,no
37097,no
14700,no
34606,no
17022,no
17064,no
16911,no
14128,no
33981,no
32040,no
11614,no
19510,no
9181,no
40904,yes
30488,no
2642,no
17619,no
37816,no
19738,no
14233,no
38360,no
36470,no
699,no
16303,no
23054,no
9276,no
43370,yes
2578,no
2204,no
7358,no
12678,no
30416,no
11948,no
25288,no
3073,no
27910,no
42528,no
23443,no
20292,no
4551,no
9048,no
15459,no
19077,no
13746,no
13601,no
19670,no
11938,no
13893,no
14343,no
20355,no
13646,no
11572,no
12558,no
3922,no
31558,no
5847,no
4412,no
35958,no
9321,no
22720,no
22496,no
2685,no
1247,yes
16131,no
28002,no
12193,no
4040,no
2312,no
6819,no
28633,no
8644,no
27515,yes
10102,no
7252,no
36324,no
26662,no
3028,no
12764,yes
29497,no
44499,yes
41637,no
40108,yes
1872,no
